SpecName,accGenus,accSpecies,PalmTribe,PalmSubfamily,NativeRegion,CommonNamesFR,CommonNamesSP,CommonNamesEN,Photos,PhotoReferences,Climbing,Acaulescent,Erect,StemSolitary,StemArmed,LeavesArmed,MaxStemHeight_m,MaxStemDia_cm,UnderstoreyCanopy,MaxLeafNumber,Max_Blade_Length_m,Max_Rachis_Length_m,Max_Petiole_length_m,AverageFruitLength_cm,MinFruitLength_cm,MaxFruitLength_cm,AverageFruitWidth_cm,MinFruitWidth_cm,MaxFruitWidth_cm,FruitSizeCategorical,FruitShape,FruitColorDescription,MainFruitColors,"Conspicuousness
"
Euterpe precatoria,Euterpe,precatoria,Euterpeae,Arecoideae,"BLZ, BOL, BZN, CLM, COS, ECU, FRG, GUA, GUY, HON, NIC, PAN, PER, SUR, TRT, VEN, VNA",Pas de nom commun,"Asaí,Palma de roasario",mountain-cabbage,https://inaturalist-open-data.s3.amazonaws.com/photos/152983065/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/1542898/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/37268919/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/97806516/large.jpeg; https://static.inaturalist.org/photos/385532739/large.jpg; https://static.inaturalist.org/photos/99193408/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/4/45/Euterpe_precatoria_%2819866677541%29.jpg; https://upload.wikimedia.org/wikipedia/commons/5/5b/A%C3%A7ai_no_Mercado_do_Ver-o-peso.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6b/Euterpe_precatoria_%2811034580185%29.jpg; https://upload.wikimedia.org/wikipedia/commons/8/85/14020-Euterpe_precatoria-Washadi.jpg; https://upload.wikimedia.org/wikipedia/commons/9/9a/A%C3%A7ai_na_beira_do_rio.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a1/Euterpe_precatoria_%2819866679701%29.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a6/Euterpe_precatoria_%2811034740414%29.jpg; https://upload.wikimedia.org/wikipedia/commons/b/bd/13344-palm_heart-Rio_Caura.jpg,"(c) LostInCR, all rights reserved, uploaded by LostInCR (c) scott.zona, some rights reserved (CC BY-NC) (c) claudiocrespor, some rights reserved (CC BY-NC) (c) Apipa, some rights reserved (CC BY-NC), uploaded by Apipa (c) Isaac Oliveira, all rights reserved, uploaded by Isaac Oliveira (c) Helena Aguiar, some rights reserved (CC BY-NC), uploaded by Helena Aguiar",false,false,true,false,false,false,20,30,canopy,20,4.95,3.6,1.4,1.1,,,1.1,0.9,1.3,small,globose,purple-black; black,purple; black,"cryptic
"
Gaussia attenuata,Gaussia,attenuata,Chamaedoreeae,Arecoideae,"DOM, PUE",Pas de nom commun,"llume,Llume Palma De Lluvia,Palma De Sierra","llume palm,Puerto Rican gaussia palm",https://inaturalist-open-data.s3.amazonaws.com/photos/275681777/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/38132989/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/38132991/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/38132992/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/38132994/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/38132995/large.jpg; https://static.inaturalist.org/photos/286953822/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/2/2b/Flickr_-_ggallice_-_Sierra_palm_forest.jpg; https://upload.wikimedia.org/wikipedia/commons/9/94/Flickr_-_ggallice_-_Sierra_palm-palma_de_sierra.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e0/Gaussia_attenuata_kz01.jpg,"(c) Photo by David J. Stang, some rights reserved (CC BY-SA) (c) Photo by David J. Stang, some rights reserved (CC BY-SA) (c) Photo by David J. Stang, some rights reserved (CC BY-SA) (c) Photo by David J. Stang, some rights reserved (CC BY-SA) (c) Photo by David J. Stang, some rights reserved (CC BY-SA) (c) eridromanrosario, some rights reserved (CC BY-NC) (c) Günter Weber, all rights reserved, uploaded by Günter Weber",false,false,true,true,false,false,15,25,canopy,7,3.5,,,1.5,1.4,1.6,1.2,,,small,,orange-red,orange; red,"conspicuous
"
Gaussia gomez-pompae,Gaussia,gomez-pompae,Chamaedoreeae,Arecoideae,"MXG, MXS, MXT",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/234972826/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/413743327/large.jpeg; https://static.inaturalist.org/photos/182583938/large.jpeg; https://static.inaturalist.org/photos/415367487/large.jpeg; https://static.inaturalist.org/photos/415367519/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/d/db/Gaussia_gomez-pompae.jpg,"(c) marielacm27, some rights reserved (CC BY-NC) (c) Pau Lopez, all rights reserved, uploaded by Pau Lopez (c) César Daniel Coutiño Ovando, all rights reserved, uploaded by César Daniel Coutiño Ovando (c) Manuel Guillermo Millán Otero, some rights reserved (CC BY-NC), uploaded by Manuel Guillermo Millán Otero (c) César Daniel Coutiño Ovando, all rights reserved, uploaded by César Daniel Coutiño Ovando",false,false,true,true,false,false,14,30,canopy,10,,,,1.55,,,1.55,1.5,1.6,small,,orange-red,orange; red,"conspicuous
"
Gaussia maya,Gaussia,maya,Chamaedoreeae,Arecoideae,"BLZ, GUA, MXT",Palmier Maya,Kambo,Maya palm,https://inaturalist-open-data.s3.amazonaws.com/photos/1112796/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/275814022/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/313033752/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/46471449/large.jpeg; https://static.inaturalist.org/photos/1470444/large.jpg; https://upload.wikimedia.org/wikipedia/commons/0/09/Starr-120522-6377-Gaussia_maya-crown-Iao_Tropical_Gardens_of_Maui-Maui_%2825117238886%29.jpg; https://upload.wikimedia.org/wikipedia/commons/1/14/Gaussia_maya8.jpg; https://upload.wikimedia.org/wikipedia/commons/2/23/Gaussia_maya3.jpg; https://upload.wikimedia.org/wikipedia/commons/2/2b/Gaussia_maya4.jpg; https://upload.wikimedia.org/wikipedia/commons/3/34/Gaussia_maya.jpg; https://upload.wikimedia.org/wikipedia/commons/5/50/Gaussia_maya9.jpg; https://upload.wikimedia.org/wikipedia/commons/5/51/Gaussia_maya6.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6f/Gaussia_maya_kz1.JPG; https://upload.wikimedia.org/wikipedia/commons/8/8f/Gaussia_maya7.jpg; https://upload.wikimedia.org/wikipedia/commons/9/9c/Starr-120522-6378-Gaussia_maya-fruit-Iao_Tropical_Gardens_of_Maui-Maui_%2825025333682%29.jpg; https://upload.wikimedia.org/wikipedia/commons/a/ab/Gaussia_maya0.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d4/Gaussia_maya2.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d9/Gaussia_maya5.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e7/Gaussia_maya1.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f8/Starr-120522-6376-Gaussia_maya-habit-Iao_Tropical_Gardens_of_Maui-Maui_%2824775888649%29.jpg,"(c) Jan Meerman, some rights reserved (CC BY-NC), uploaded by Jan Meerman (c) anonymous, some rights reserved (CC BY-SA) (c) Juan Carlos Garcia Morales, all rights reserved, uploaded by Juan Carlos Garcia Morales (c) Roni Martinez, some rights reserved (CC BY-NC), uploaded by Roni Martinez (c) Belize Karst Habitat Conservation, some rights reserved (CC BY-NC), uploaded by Belize Karst Habitat Conservation",false,false,true,true,false,false,20,15,canopy,8,3.8,2.62,1.23,1.25,1,1.5,1.25,1,1.5,small,,bright red,red,"conspicuous
"
Gaussia princeps,Gaussia,princeps,Chamaedoreeae,Arecoideae,CUB,Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/100815972/large.jpg; https://upload.wikimedia.org/wikipedia/commons/0/0b/Gaussia_princeps.JPG; https://upload.wikimedia.org/wikipedia/commons/2/24/Palma_de_la_Sierra.JPG; https://upload.wikimedia.org/wikipedia/commons/2/2d/Bulletin_-_United_States_National_Museum_%281940%29_%2814784462205%29.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6e/Gaussia_princeps_H_Wendl_nmnhbotany_2094754_NMNH-00087563.jpg; https://upload.wikimedia.org/wikipedia/commons/9/96/Gaussia_princeps_H_Wendl_nmnhbotany_2094753_NMNH-00087562.jpg,"(c) Scott Zona, some rights reserved (CC BY-NC)",false,false,true,true,false,false,8,30,canopy,6,1.6,1.6,,1,,,0.7,,,small,ovoid,orange-red,orange; red,"conspicuous
"
Gaussia spirituana,Gaussia,spirituana,Chamaedoreeae,Arecoideae,CUB,Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/38133018/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/38133019/large.jpg,"(c) Photo by David J. Stang, some rights reserved (CC BY-SA) (c) Photo by David J. Stang, some rights reserved (CC BY-SA)",false,false,true,true,false,false,7,35,canopy,6,,,,1,,,1,,,small,,orange-red,orange; red,"conspicuous
"
Geonoma aspidiifolia,Geonoma,aspidiifolia,Geonomateae,Arecoideae,"BZN, GUY",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/55049213/large.jpg,"(c) Paul Donahue, some rights reserved (CC BY-NC), uploaded by Paul Donahue",false,false,true,false,false,false,3,1.6,understorey,12,0.68,0.38,0.33,0.95,0.79,1.12,0.61,0.5,0.78,small,ovoid,greenish then black,black,"cryptic
"
Geonoma baculifera,Geonoma,baculifera,Geonomateae,Arecoideae,"BZE, BZN, CLM, FRG, GUY, SUR, VEN",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/86759625/large.jpeg,"(c) Gabriela Zuquim, some rights reserved (CC BY-NC), uploaded by Gabriela Zuquim",false,false,true,false,false,false,4,3,understorey,12,1.1,0.8,0.33,1.06,0.82,1.28,0.715375,0.5,0.96,small,globose,black,black,"cryptic
"
Geonoma bernalii,Geonoma,bernalii,Geonomateae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,1.5,0.5,understorey,8,,0.141,0.095,0.61,0.6,0.62,0.61,0.6,0.62,small,,,,"
"
Geonoma braunii,Geonoma,braunii,Geonomateae,Arecoideae,VEN,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,2,1.2,understorey,13,,0.32,0.22,0.74,0.65,0.81,0.6,0.51,0.69,small,,,,"
"
Geonoma brenesii,Geonoma,brenesii,Geonomateae,Arecoideae,COS,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,false,0.4,1.2,understorey,11,0.68,0.3,0.43,0.73,0.69,0.76,0.61,0.6,0.62,small,globose,,,"
"
Geonoma brongniartii,Geonoma,brongniartii,Geonomateae,Arecoideae,"BOL, BZN, CLM, ECU, PER, VEN",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/31071592/large.jpg,"(c) Tony Rebelo, some rights reserved (CC BY-SA), uploaded by Tony Rebelo",false,true,false,false,false,false,1,3.5,understorey,13,1.04,0.84,,0.68,0.53,0.83,0.569302326,0.45,0.65,small,ovoid,black,black,"cryptic
"
Geonoma calyptrogynoidea,Geonoma,calyptrogynoidea,Geonomateae,Arecoideae,"CLM, ECU, PAN",Pas de nom commun,Cuchilleja,No Common Name,NoImages,"(c) delmer jonathan, some rights reserved (CC BY-NC), uploaded by delmer jonathan (c) dhfischer, some rights reserved (CC BY), uploaded by dhfischer (c) James Ojascastro, some rights reserved (CC BY-NC-SA), uploaded by James Ojascastro (c) Reinaldo Aguilar, some rights reserved (CC BY-NC-SA)",false,false,true,false,false,false,4,2.2,understorey,15,,1.19,0.5,1.32,,,1,,,small,,green?,,"
"
Geonoma camana,Geonoma,camana,Geonomateae,Arecoideae,"BZN, CLM, ECU, PER",Pas de nom commun,Palmilla de Cuero,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/32689689/large.jpeg,"(c) Marcus Athaydes, some rights reserved (CC BY-NC), uploaded by Marcus Athaydes",false,false,true,true,false,false,2,4,understorey,14,1,1.37,1.45,1.07,0.87,1.35,0.694090909,0.6,0.89,small,globose,green; black or bluish-black,green; black,"cryptic
"
Geonoma chlamydostachys,Geonoma,chlamydostachys,Geonomateae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/151780348/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/131388686/large.jpeg,"(c) Daniel Martínez Castaño, all rights reserved, uploaded by Daniel Martínez Castaño (c) Apipa, some rights reserved (CC BY-NC), uploaded by Apipa",false,false,true,true,false,false,2.5,2,understorey,7,0.68,0.6,0.1,1.23,1,1.23,0.6,,,small,,,,"
"
Geonoma chococola,Geonoma,chococola,Geonomateae,Arecoideae,"CLM, ECU",Pas de nom commun,"Calbón,Zanca de Pava",No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/47063245/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/46884832/large.jpg,"(c) Jan Meerman, some rights reserved (CC BY-NC), uploaded by Jan Meerman (c) Jan Meerman, some rights reserved (CC BY-NC), uploaded by Jan Meerman",false,false,true,false,false,false,3,5,understorey,21,1.98,1.37,0.66,1.89,1.48,2.49,1.570526316,1.13,1.78,small,globose,black,black,"cryptic
"
Geonoma concinna,Geonoma,concinna,Geonomateae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,3.5,1.2,understorey,11,0.49,0.4,0.11,0.77,0.6,0.83,0.67,0.61,0.73,small,,black,black,"cryptic
"
Geonoma concinnoidea,Geonoma,concinnoidea,Geonomateae,Arecoideae,PAN,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,4,1,understorey,8,,0.37,0.19,0.73,0.64,0.77,0.54,0.46,0.59,small,,,,"
"
Geonoma congesta,Geonoma,congesta,Geonomateae,Arecoideae,"COS, HON, NIC, PAN",Pas de nom commun,"Caña de danta,Cortadera Cuchilleja",No Common Name,https://upload.wikimedia.org/wikipedia/commons/8/85/Geonoma_congesta_osensis_1.jpg; https://upload.wikimedia.org/wikipedia/commons/9/92/Geonoma_congesta_%2811124374403%29.jpg; https://upload.wikimedia.org/wikipedia/commons/b/bb/Geonoma_congesta_osensis_2.jpg; https://upload.wikimedia.org/wikipedia/commons/e/ea/Geonoma_congesta_%28Scott_Zona%29_001.jpg,"(c) delmer jonathan, some rights reserved (CC BY-NC), uploaded by delmer jonathan (c) dhfischer, some rights reserved (CC BY), uploaded by dhfischer (c) James Ojascastro, some rights reserved (CC BY-NC-SA), uploaded by James Ojascastro (c) Reinaldo Aguilar, some rights reserved (CC BY-NC-SA)",false,false,true,false,false,false,8,4,canopy,15,1.83,1.32,0.56,1.24,0.97,1.52,0.97625,0.81,1.17,small,,black,black,"cryptic
"
Geonoma cuneata,Geonoma,cuneata,Geonomateae,Arecoideae,"CLM, COS, ECU, NIC, PAN, VEN",Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/4648531/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/c/c4/L%27Illustration_horticole_%28Plate_169%29.jpg,"(c) James Ojascastro, all rights reserved, uploaded by James Ojascastro",false,false,true,false,false,false,3,3.4,understorey,17,1.2,2.5,0.54,0.76,0.5,1.16,0.539259259,0.44,0.65,small,globose,black,black,"cryptic
"
Geonoma deneversii,Geonoma,deneversii,Geonomateae,Arecoideae,PAN,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,false,1.3,,understorey,20,,1.045,,,,,,,,,,,,"
"
Geonoma deversa,Geonoma,deversa,Geonomateae,Arecoideae,"BLZ, BOL, BZN, CLM, COS, ECU, FRG, GUA, GUY, HON, NIC, PAN, PER, SUR, VEN",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/259279886/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/307972645/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/342926917/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/437642658/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/44387408/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/4/4c/Chalalan_Ecolodge.jpg; https://upload.wikimedia.org/wikipedia/commons/9/9b/Palmicha_%28Geonoma_deversa%29.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c3/Caba%C3%B1a_con_techo_de_Jatata.jpg; https://upload.wikimedia.org/wikipedia/commons/c/ce/Geonoma_paniculigera%2C_da_Cole%C3%A7%C3%A3o_Brasiliana_Iconogr%C3%A1fica.jpg; https://upload.wikimedia.org/wikipedia/commons/d/db/Geonoma_deversa_%28Jatata%29.jpg,"(c) Jan Meerman, some rights reserved (CC BY-NC), uploaded by Jan Meerman (c) Robin Heymans, some rights reserved (CC BY-NC), uploaded by Robin Heymans (c) Sébastien SANT, some rights reserved (CC BY-NC), uploaded by Sébastien SANT (c) mdoliveira, some rights reserved (CC BY-NC), uploaded by mdoliveira (c) accidentalshrike, some rights reserved (CC BY-NC), uploaded by accidentalshrike",false,false,true,false,false,false,7,3,canopy,18,1.75,0.93,0.95,0.66,0.44,0.81,0.566756757,0.44,0.74,small,elongate,purplish-black,black,"cryptic
"
Geonoma dindoensis,Geonoma,dindoensis,Geonomateae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,,false,false,2,0.6,understorey,,,0.27,0.065,,,,,,,,,,,"
"
Geonoma divisa,Geonoma,divisa,Geonomateae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,3.5,1.1,understorey,10,0.7,0.55,0.17,0.73,,,0.66,0.65,0.675,small,,black,black,"cryptic
"
Geonoma elegans,Geonoma,elegans,Geonomateae,Arecoideae,"BZE, BZL, BZS",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/143736836/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/131474338/large.jpg; https://static.inaturalist.org/photos/101323574/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/113004689/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/58755742/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/58755765/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/58755811/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/93198870/large.jpg; https://static.inaturalist.org/photos/139047924/large.jpeg,"(c) Lucas C. Marinho, some rights reserved (CC BY-NC), uploaded by Lucas C. Marinho (c) Magenta, M.A.G., some rights reserved (CC BY-NC), uploaded by Magenta, M.A.G. (c) Gabriel Santos, all rights reserved, uploaded by Gabriel Santos (c) Marcio Santos Ferreira, some rights reserved (CC BY-NC), uploaded by Marcio Santos Ferreira (c) Marcondes Oliveira, some rights reserved (CC BY-NC), uploaded by Marcondes Oliveira (c) Marcondes Oliveira, some rights reserved (CC BY-NC), uploaded by Marcondes Oliveira (c) Marcondes Oliveira, some rights reserved (CC BY-NC), uploaded by Marcondes Oliveira (c) Scott Zona, some rights reserved (CC BY-NC) (c) Gabriel Santos, all rights reserved, uploaded by Gabriel Santos",false,false,true,false,false,false,3,1,understorey,10,,0.45,0.29,0.95,0.76,1.23,0.72,0.58,0.92,small,,,,"
"
Geonoma epetiolata,Geonoma,epetiolata,Geonomateae,Arecoideae,"COS, PAN",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/4920609/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/c/cc/Geonoma_epetiolata.jpg,"(c) Lauren Harter, some rights reserved (CC BY-NC-SA), uploaded by Lauren Harter",false,false,true,false,false,false,3,1.1,understorey,10,0.6,0.51,0.11,0.86,0.73,0.99,0.51,0.47,0.53,small,,black,black,"cryptic
"
Geonoma euspatha,Geonoma,euspatha,Geonomateae,Arecoideae,"BOL, BZN, CLM, ECU, FRG, GUY, PER, SUR, VEN",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/78926318/large.jpeg,"(c) Sébastien SANT, some rights reserved (CC BY-NC), uploaded by Sébastien SANT",false,false,true,false,false,false,3,1.7,understorey,14,,0.85,0.76,0.63,0.49,0.84,0.51,0.39,0.68,small,,red to black,red; black,"conspicuous
"
Geonoma ferruginea,Geonoma,ferruginea,Geonomateae,Arecoideae,"COS, NIC",Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,5,2.5,understorey,9,0.98,0.53,0.5,0.69,0.52,0.93,0.536875,0.42,0.73,small,ovoid,black,black,"cryptic
"
Geonoma fosteri,Geonoma,fosteri,Geonomateae,Arecoideae,ECU,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,,false,false,1.5,0.7,understorey,,,0.205,0.11,,,,,,,,,,,"
"
Geonoma frontinensis,Geonoma,frontinensis,Geonomateae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,https://upload.wikimedia.org/wikipedia/commons/b/b9/Geonoma_frontinensis.jpg,NoReferences,false,false,true,false,false,false,0.3,,understorey,8,,0.65,1.1,0.67,0.6,0.84,0.51,0.48,0.53,small,,,,"
"
Geonoma galeanoae,Geonoma,galeanoae,Geonomateae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,false,2,1.7,understorey,12,,0.65,0.38,,,,,,,,,,,"
"
Geonoma gentryi,Geonoma,gentryi,Geonomateae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,,false,false,1,0.8,understorey,,,0.26,0.12,0.86,,,0.57,,,small,,,,"
"
Geonoma hollinensis,Geonoma,hollinensis,Geonomateae,Arecoideae,ECU,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,2.2,0.8,understorey,7,0.267,0.27,,0.68,,,0.5,,,small,,,,"
"
Geonoma hugonis,Geonoma,hugonis,Geonomateae,Arecoideae,PAN,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,1.2,0.8,understorey,12,0.32,0.2,0.14,0.62,0.54,0.69,0.54,0.47,0.63,small,globose,green?,,"
"
Geonoma interrupta,Geonoma,interrupta,Geonomateae,Arecoideae,"BLZ, BOL, CLM, COS, ECU, GUA, HON, MXG, MXS, MXT, NIC, PAN, PER, VEN",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/979911/large.jpg; https://upload.wikimedia.org/wikipedia/commons/6/60/Flore_m%C3%A9dicale_des_Antilles%2C_ou%2C_Trait%C3%A9_des_plantes_usuelles_%2810421629573%29.jpg,"(c) Eric Knight, some rights reserved (CC BY)",false,false,true,false,false,false,8,12,canopy,24,3.1,2,1.15,0.58,0.3,0.75,0.4575,0.36,0.63,small,ovoid,black,black,"cryptic
"
Geonoma lanata,Geonoma,lanata,Geonomateae,Arecoideae,ECU,Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/64682722/large.jpeg; https://static.inaturalist.org/photos/64682904/large.jpeg; https://static.inaturalist.org/photos/64682909/large.jpeg,"(c) Sabrina Ortega, all rights reserved, uploaded by Sabrina Ortega (c) Sabrina Ortega, all rights reserved, uploaded by Sabrina Ortega (c) Sabrina Ortega, all rights reserved, uploaded by Sabrina Ortega",false,false,true,false,false,false,2,1,understorey,11,0.187,0.19,,0.78,0.7,0.95,0.606363636,0.54,0.68,small,ovoid,black,black,"cryptic
"
